,eventid,latitude,longitude,guncertain1,property,nwoundte,crit2,country,claim2,nkillter
377,197007000001,43.074701,-88.008394,0.0,0,0.0,1,217,,0.0
378,197007000002,42.290156,-71.04897,0.0,1,0.0,1,217,,0.0
379,197007010003,-22.908278,-43.197026,0.0,0,0.0,1,30,,0.0
380,197007010004,38.908642,-77.015381,0.0,1,0.0,1,217,,0.0
381,197007010005,37.874043,-122.280022,0.0,1,0.0,1,217,,0.0
382,197007020001,38.908642,-77.015381,0.0,1,,1,217,,
383,197007020002,38.908642,-77.015381,0.0,1,,1,217,,
384,197007020003,38.908642,-77.015381,0.0,1,,1,217,,
385,197007020004,38.908642,-77.015381,0.0,1,,1,217,,
386,197007020005,41.260675,-95.940469,1.0,1,0.0,1,217,,0.0
387,197007020006,33.895285,-118.224329,0.0,1,0.0,1,217,,1.0
388,197007030001,40.697132,-73.931351,0.0,0,0.0,1,217,,0.0
389,197007030002,47.610786,-122.33130600000001,1.0,1,0.0,1,217,,0.0
390,197007040001,40.697132,-73.931351,0.0,1,,1,217,,
391,197007040002,40.697132,-73.931351,0.0,1,0.0,1,217,,0.0
392,197007040003,32.500640000000004,-94.741075,0.0,1,0.0,1,217,,0.0
393,197007040004,41.084195,-81.514059,0.0,1,0.0,1,217,,0.0
394,197007040005,40.5894,-73.666354,0.0,-9,0.0,1,217,,0.0
395,197007040006,37.755363,-122.443352,0.0,0,0.0,1,217,,0.0
396,197007050001,40.697132,-73.931351,1.0,0,0.0,1,217,,0.0
397,197007070001,40.697132,-73.931351,0.0,1,,1,217,,
398,197007070002,40.697132,-73.931351,0.0,0,,1,217,,
399,197007070003,40.697132,-73.931351,0.0,1,,1,217,,
400,197007070004,40.697132,-73.931351,0.0,1,,1,217,,
401,197007080001,33.948315,-86.472939,0.0,1,0.0,1,217,,0.0
402,197007080002,38.232471000000004,-122.644448,0.0,1,0.0,1,217,,0.0
403,197007090001,48.139126,11.580186,0.0,1,,1,362,,
404,197007090002,42.039274,-87.859977,0.0,1,0.0,1,217,,0.0
405,197007100001,5.059097,-75.50596,0.0,0,,1,45,,
406,197007110001,,,0.0,0,,1,83,,
407,197007110002,41.637675,-70.930869,0.0,0,0.0,1,217,,0.0
408,197007120001,37.424305,-122.14391299999998,0.0,0,,1,217,,
409,197007140001,41.842602,-87.681229,0.0,1,0.0,1,217,,0.0
410,197007140002,40.697132,-73.931351,0.0,-9,0.0,1,217,,0.0
411,197007160001,41.842602,-87.681229,0.0,-9,0.0,1,217,,0.0
412,197007160002,40.697132,-73.931351,0.0,-9,0.0,1,217,,0.0
413,197007160003,44.943829,-93.093326,0.0,-9,0.0,1,217,,0.0
414,197007170001,41.842602,-87.681229,0.0,1,0.0,1,217,,0.0
415,197007180001,40.697132,-73.931351,0.0,1,0.0,1,217,,0.0
416,197007200001,40.697132,-73.931351,0.0,1,0.0,1,217,,0.0
417,197007210001,,,0.0,0,,1,26,,
418,197007210002,32.715695000000004,-117.16171899999999,0.0,1,,1,217,,
419,197007210003,40.697132,-73.931351,0.0,1,0.0,1,217,,0.0
420,197007210004,43.064388,-87.966202,0.0,1,0.0,1,217,,0.0
421,197007220001,37.99749,23.762728,0.0,0,0.0,1,78,,0.0
422,197007220002,43.064388,-87.966202,0.0,1,0.0,1,217,,0.0
423,197007220003,39.933448999999996,-75.10674300000001,0.0,-9,0.0,1,217,,0.0
424,197007230001,12.103822000000001,-86.267014,0.0,0,,1,145,,
425,197007230002,34.097865999999996,-118.407379,1.0,1,0.0,1,217,,0.0
426,197007240001,-8.048021,-34.876338,0.0,0,,1,30,,
427,197007240002,40.697132,-73.931351,0.0,0,0.0,1,217,,0.0
428,197007260001,38.62774,-90.19951400000001,0.0,0,,1,217,,
429,197007260002,43.939135,-90.820369,0.0,1,,1,217,,
430,197007270001,40.697132,-73.931351,0.0,1,,1,217,,
431,197007270002,43.939135,-90.820369,0.0,1,,1,217,,
432,197007270003,43.939135,-90.820369,0.0,1,,1,217,,
433,197007270004,37.755363,-122.443352,0.0,1,0.0,1,217,,0.0
434,197007270005,37.755363,-122.443352,0.0,1,0.0,1,217,,0.0
435,197007280001,-34.891151,-56.187214000000004,0.0,0,,1,218,,
436,197007280002,29.813822,-95.36529499999999,0.0,1,,1,217,,
437,197007280003,42.815371999999996,-1.653616,0.0,1,,1,185,,
438,197007300001,37.774421999999994,-122.275475,0.0,1,,1,217,,
439,197007300002,41.842602,-87.681229,0.0,1,,1,217,,
440,197007310001,-34.891151,-56.187214000000004,0.0,0,,1,218,,
441,197007310002,-34.891151,-56.187214000000004,0.0,0,,1,218,,
442,197007310003,-34.891151,-56.187214000000004,0.0,0,,1,218,,
443,197007310004,-34.422436,-58.73775500000001,0.0,1,,1,11,,
444,197007310006,35.2225,-80.837539,0.0,-9,0.0,1,217,,0.0
445,197008000001,52.370216,4.895168,0.0,1,,1,142,,
446,197008010001,40.697132,-73.931351,0.0,1,,1,217,,
447,197008010002,50.836426,4.367415,0.0,0,,1,21,,
448,197008020001,37.874043,-122.280022,1.0,1,0.0,1,217,,0.0
449,197008050001,43.064388,-87.966202,0.0,1,0.0,1,217,,0.0
450,197008060001,-26.808284999999998,-65.21759,0.0,0,,1,11,,
451,197008060002,33.871124,-117.861401,0.0,1,,1,217,,
452,197008060004,37.338475,-121.88579399999999,0.0,0,0.0,1,217,,0.0
453,197008070001,52.50153,13.401851,0.0,1,,1,499,,
454,197008070002,39.26931,-76.503519,0.0,1,0.0,1,217,,0.0
455,197008070003,37.97457,-122.532474,0.0,1,,1,217,,
456,197008090001,-31.632368,-60.699358999999994,0.0,1,,1,11,,
457,197008100001,45.511795,-122.675629,0.0,1,0.0,1,217,,0.0
458,197008110001,54.077313000000004,-6.6087869999999995,0.0,1,,1,603,,
459,197008120001,52.50153,13.401851,0.0,1,,1,499,,
460,197008140001,52.50153,13.401851,0.0,1,,1,499,,
461,197008150001,33.60651,-88.650419,0.0,0,0.0,1,217,,0.0
462,197008170001,41.260675,-95.940469,0.0,1,,1,217,,
463,197008170002,44.964985,-93.260193,0.0,1,0.0,1,217,,0.0
464,197008180001,40.697132,-73.931351,0.0,0,0.0,1,217,,0.0
465,197008190001,-34.891151,-56.187214000000004,0.0,0,,1,218,,
466,197008200001,38.908642,-77.015381,0.0,1,,1,217,,
467,197008200002,39.464791,-76.829198,0.0,1,0.0,1,217,,0.0
468,197008200003,37.874043,-122.280022,0.0,0,0.0,1,217,,0.0
469,197008210001,-34.891151,-56.187214000000004,0.0,1,,1,218,,
470,197008210002,44.04483,-123.07260600000001,0.0,1,0.0,1,217,,0.0
471,197008220001,44.943829,-93.093326,1.0,1,0.0,1,217,,0.0
472,197008220002,39.308341999999996,-76.616104,0.0,-9,0.0,1,217,,0.0
473,197008240001,43.07295,-89.38669399999999,0.0,1,,1,217,,
474,197008250001,19.371887,-99.086624,0.0,0,,1,130,,
475,197008250002,42.505832,-71.19376,0.0,1,0.0,1,217,,0.0
476,197008270001,52.50153,13.401851,0.0,1,,1,499,,
477,197008270002,42.377003,-71.11666,0.0,0,0.0,1,217,,0.0
478,197008280001,35.948199,-77.79520699999999,0.0,1,0.0,1,217,,0.0
479,197008280002,37.90118,-122.061628,0.0,-9,0.0,1,217,,0.0
480,197008290001,38.908642,-77.015381,0.0,1,,1,217,,
481,197008290002,37.874043,-122.280022,0.0,1,,1,217,,
482,197008290003,37.90118,-122.061628,0.0,-9,0.0,1,217,,0.0
483,197008290004,33.946154,-118.082952,1.0,0,0.0,1,217,,0.0
484,197008300001,38.908642,-77.015381,0.0,1,,1,217,,
485,197008300002,33.948005,-83.37732199999999,0.0,1,0.0,1,217,,0.0
486,197008310001,39.930771,32.767540000000004,0.0,1,,1,209,,
487,197009000001,31.950001,35.933331,0.0,0,,1,102,,
488,197009000002,-34.891151,-56.187214000000004,0.0,1,,1,218,,2.0
489,197009010002,40.008171000000004,-75.13549,0.0,1,,1,217,,
490,197009020001,37.99749,23.762728,0.0,1,,1,78,,2.0
491,197009020002,37.755363,-122.443352,0.0,1,0.0,1,217,,0.0
492,197009020003,37.432805,-121.897259,0.0,1,0.0,1,217,,0.0
493,197009030001,37.548148,-121.98856599999999,0.0,1,0.0,1,217,,0.0
494,197009030002,35.14968,-90.048929,0.0,0,0.0,1,217,,0.0
495,197009040001,44.943829,-93.093326,0.0,1,,1,217,,
496,197009040002,-34.891151,-56.187214000000004,0.0,1,,1,218,,
497,197009040003,54.607712,-5.95621,0.0,1,,1,603,,1.0
498,197009040004,43.064388,-87.966202,0.0,0,0.0,1,217,,0.0
499,197009040005,33.745573,-117.867834,1.0,0,0.0,1,217,,0.0
