,latitude,longitude,guncertain1,country,related,ishostkid,success
183,34.097865999999996,-118.407379,1.0,217.0,,0.0,1
184,38.624421000000005,-90.150603,0.0,217.0,,0.0,1
185,32.715695000000004,-117.16171899999999,0.0,217.0,,0.0,1
186,42.455233,-76.475847,0.0,217.0,,0.0,1
187,28.949564000000002,-95.344371,0.0,217.0,,0.0,1
188,37.874043,-122.280022,0.0,217.0,,0.0,1
189,39.176086,-94.574127,0.0,217.0,"197004130002, 197004130003, 197004130004",0.0,1
190,39.176086,-94.574127,0.0,217.0,"197004130002, 197004130003, 197004130004",0.0,1
191,39.176086,-94.574127,0.0,217.0,"197004130002, 197004130003, 197004130004",0.0,1
192,35.76625,-117.370674,0.0,217.0,,0.0,1
193,33.783823999999996,-118.11408999999999,0.0,217.0,,0.0,0
194,34.097865999999996,-118.407379,0.0,217.0,,0.0,0
195,31.950001,35.933331,0.0,102.0,,0.0,1
196,34.097865999999996,-118.407379,0.0,217.0,,0.0,1
197,34.097865999999996,-118.407379,1.0,217.0,"197004150004, 197004150005",0.0,1
198,34.097865999999996,-118.407379,1.0,217.0,"197004150004, 197004150005",0.0,1
199,39.176086,-94.574127,0.0,217.0,"197004160001, 197004160002, 197004160003",0.0,1
200,39.176086,-94.574127,0.0,217.0,"197004160001, 197004160002, 197004160003",0.0,1
201,39.176086,-94.574127,0.0,217.0,"197004160001, 197004160002, 197004160003",0.0,1
202,35.76625,-117.370674,0.0,217.0,,0.0,1
203,37.791927,-122.22590600000001,1.0,217.0,,0.0,1
204,47.610786,-122.33130600000001,0.0,217.0,"197004190001, 197004190002, 197004190003, 197004190004",0.0,1
205,47.610786,-122.33130600000001,0.0,217.0,"197004190001, 197004190002, 197004190003, 197004190004",0.0,1
206,47.610786,-122.33130600000001,0.0,217.0,"197004190001, 197004190002, 197004190003, 197004190004",0.0,1
207,47.610786,-122.33130600000001,0.0,217.0,"197004190001, 197004190002, 197004190003, 197004190004",0.0,1
208,40.697132,-73.931351,0.0,217.0,,0.0,0
209,38.954344,-95.25579599999999,0.0,217.0,,0.0,1
210,,,0.0,160.0,,0.0,1
211,34.097865999999996,-118.407379,0.0,217.0,,0.0,1
212,35.76625,-117.370674,0.0,217.0,,0.0,1
213,37.874043,-122.280022,0.0,217.0,"197004220002, 197004220003",0.0,1
214,37.874043,-122.280022,0.0,217.0,"197004220002, 197004220003",0.0,0
215,43.064388,-87.966202,0.0,217.0,,0.0,1
216,40.102408000000004,-88.227159,1.0,217.0,,0.0,0
217,34.062684999999995,-117.16318100000001,0.0,217.0,,0.0,1
218,18.379626000000002,-67.18842099999999,0.0,217.0,"197004230001, 197004230002, 197004230003, 197004230004",0.0,0
219,18.379626000000002,-67.18842099999999,0.0,217.0,"197004230001, 197004230002, 197004230003, 197004230004",0.0,0
220,18.379626000000002,-67.18842099999999,0.0,217.0,"197004230001, 197004230002, 197004230003, 197004230004",0.0,0
221,18.379626000000002,-67.18842099999999,0.0,217.0,"197004230001, 197004230002, 197004230003, 197004230004",0.0,0
222,37.424305,-122.14391299999998,0.0,217.0,,0.0,1
223,39.308341999999996,-76.616104,0.0,217.0,,0.0,1
224,40.697132,-73.931351,0.0,217.0,,0.0,1
225,40.697132,-73.931351,0.0,217.0,,0.0,0
226,41.106178,28.689863,0.0,209.0,,0.0,1
227,40.008171000000004,-75.13549,0.0,217.0,,0.0,1
228,42.7375,-84.483779,0.0,217.0,"197004250004, 197004250005, 197004250006",0.0,1
229,42.7375,-84.483779,0.0,217.0,"197004250004, 197004250005, 197004250006",0.0,1
230,42.7375,-84.483779,0.0,217.0,"197004250004, 197004250005, 197004250006",0.0,1
231,30.443334999999998,-91.186994,1.0,217.0,"197004260001, 197004260002",0.0,1
232,30.443334999999998,-91.186994,1.0,217.0,"197004260001, 197004260002",0.0,1
233,45.031807,-93.336547,0.0,217.0,,0.0,1
234,41.657825,-91.526534,1.0,217.0,,0.0,1
235,41.312065000000004,-72.928288,0.0,217.0,,0.0,1
236,42.056459000000004,-87.675267,0.0,217.0,,0.0,1
237,33.882923,-117.92910400000001,0.0,217.0,,0.0,0
238,42.025345,-93.620199,0.0,217.0,,0.0,0
239,38.788097,-90.497479,0.0,217.0,,0.0,1
240,52.50153,13.401851,0.0,362.0,,0.0,1
241,52.50153,13.401851,0.0,499.0,,0.0,1
242,40.697132,-73.931351,1.0,217.0,,0.0,0
243,30.443334999999998,-91.186994,1.0,217.0,,0.0,0
244,42.290156,-71.04897,0.0,217.0,,0.0,1
245,18.386932,-66.061127,0.0,217.0,,0.0,1
246,40.697132,-73.931351,0.0,217.0,,0.0,1
247,39.640397,-86.861622,0.0,217.0,,0.0,1
248,41.316324,-72.92234300000001,0.0,217.0,,0.0,1
249,40.697132,-73.931351,1.0,217.0,"197005010005, 197005010006",0.0,1
250,40.697132,-73.931351,1.0,217.0,"197005010005, 197005010006",0.0,1
251,40.1142,-88.243499,0.0,217.0,,0.0,1
252,40.1142,-88.243499,0.0,217.0,,0.0,1
253,-25.282773000000002,-57.63561,0.0,158.0,,0.0,1
254,39.645039000000004,-79.183128,0.0,217.0,,0.0,1
255,35.904912,-79.046913,0.0,217.0,,0.0,1
256,35.22076,-97.44659899999999,0.0,217.0,,0.0,1
257,40.347457,-94.87290899999999,0.0,217.0,,0.0,1
258,52.50153,13.401851,0.0,499.0,,0.0,1
259,46.404973,-117.00934099999999,0.0,217.0,,0.0,1
260,25.720851,-80.277857,0.0,217.0,,0.0,1
261,28.538234999999997,-81.37738900000001,0.0,217.0,,0.0,1
262,40.697132,-73.931351,0.0,217.0,,0.0,1
263,37.791927,-122.22590600000001,0.0,217.0,,0.0,1
264,46.143582,-122.92564499999999,0.0,217.0,,0.0,1
265,40.336585,-75.92784300000001,0.0,217.0,,0.0,1
266,45.511795,-122.675629,0.0,217.0,,0.0,1
267,33.73787,-118.28466399999999,0.0,217.0,,0.0,0
268,45.511795,-122.675629,0.0,217.0,,0.0,1
269,42.301631,-71.067605,0.0,217.0,,0.0,1
270,40.697132,-73.931351,0.0,217.0,,0.0,1
271,41.356445,-72.096469,0.0,217.0,,0.0,1
272,40.818985,-73.595724,1.0,217.0,,0.0,1
273,34.097865999999996,-118.407379,0.0,217.0,,0.0,1
274,38.551295,-121.471066,0.0,217.0,,0.0,1
275,52.50153,13.401851,0.0,499.0,,0.0,1
276,38.908642,-77.015381,0.0,217.0,,0.0,1
277,46.198392,6.142296,0.0,199.0,,0.0,1
278,29.813822,-95.36529499999999,0.0,217.0,,0.0,1
279,42.331685,-83.047924,0.0,217.0,,0.0,1
280,41.579662,-93.62150600000001,1.0,217.0,,0.0,1
281,40.759505,-111.88822900000001,0.0,217.0,,0.0,1
282,36.312,-78.5882,0.0,217.0,,0.0,1
283,25.774591,-80.21419499999999,0.0,217.0,,0.0,1
284,42.45717,-71.064049,0.0,217.0,,0.0,1
285,40.697132,-73.931351,0.0,217.0,,0.0,1
286,33.783823999999996,-118.11408999999999,0.0,217.0,,0.0,0
287,36.312,-78.5882,0.0,217.0,,0.0,0
288,52.50153,13.401851,0.0,362.0,,0.0,1
289,-34.891151,-56.187214000000004,0.0,218.0,,0.0,1
290,52.50153,13.401851,0.0,362.0,,0.0,1
291,47.610786,-122.33130600000001,0.0,217.0,,0.0,0
292,40.697132,-73.931351,0.0,217.0,,0.0,0
293,38.550245000000004,-90.332723,0.0,217.0,,0.0,1
294,30.588140999999997,-84.580929,0.0,217.0,,0.0,1
295,40.201190000000004,-77.18916899999999,0.0,217.0,,0.0,0
296,25.774591,-80.21419499999999,0.0,217.0,,0.0,1
297,35.76625,-117.370674,0.0,217.0,,0.0,1
298,40.697132,-73.931351,0.0,217.0,,0.0,1
299,44.946604,-93.13644599999999,0.0,217.0,,0.0,1
300,42.025345,-93.620199,1.0,217.0,,0.0,1
301,36.312,-78.5882,0.0,217.0,,0.0,1
302,36.312,-78.5882,0.0,217.0,"197005260001, 197005260002",0.0,1
303,36.312,-78.5882,0.0,217.0,"197005260001, 197005260002",0.0,1
304,34.097865999999996,-118.407379,0.0,217.0,,0.0,1
305,42.301631,-71.067605,0.0,217.0,"197005270002, 197005270003",0.0,1
306,42.301631,-71.067605,0.0,217.0,"197005270002, 197005270003",0.0,1
307,38.579065,-121.49101399999999,0.0,217.0,,0.0,1
308,33.44826,-112.075774,0.0,217.0,,0.0,0
